1	五條真由美
2	五條真由美
3	五條真由美
4	中嶋朋子
5	五條真由美
6	本名陽子,ゆかな
7	五條真由美
8	中嶋朋子
9	本名陽子,ゆかな
10	高橋広樹,石井康嗣,雨蘭咲木子,木内レイコ,二又一成,Dark Singers
11	本名陽子,ゆかな,五條真由美
12	本名陽子,ゆかな
13	小清水亜美,名塚香織
14	ほのか
15	五條真由美
16	藤田美歌子
17	本名陽子,ゆかな
18	徳光由禾,仙台エリ
19	五條真由美
20	本名陽子
21	うちやえゆか
22	本名陽子,ゆかな
23	五條真由美
24	宮本佳那子
25	五條真由美
26	五條真由美
27	五條真由美
28	五條真由美
29	本名陽子
30	本名陽子
31	ゆかな
32	ゆかな
33	田中理恵
34	田中理恵
35	本名陽子,ゆかな,田中理恵
36	中嶋朋子
37	田中理恵
38	五條真由美
39	中司雅美
40	中嶋朋子
41	本名陽子,ゆかな
42	五條真由美
43	中司雅美
44	本名陽子
45	ゆかな
46	田中理恵
47	五條真由美,本名陽子,ゆかな
48	本名陽子,ゆかな
49	五條真由美
50	五條真由美
51	五條真由美
52	工藤静香
53	Berryz工房
54	Berryz工房,矢口真理
55	五條真由美
56	うちやえゆか
57	宮本佳那子
58	工藤真由
59	うちやえゆか,樹元オリエ,榎本温子,山口勝平,松来未祐,Splash Stars
60	五條真由美
61	五條真由美,山口勝平,松来未祐,フラッピ＆チョッピーズ
62	樹元オリエ,榎本温子,うちやえゆか,五條真由美
63	うちやえゆか
64	樹元オリエ,榎本温子,山口勝平,松来未祐
65	樹元オリエ
66	うちやえゆか,五條真由美
67	榎本温子
68	樹元オリエ,榎本温子,うちやえゆか
69	五條真由美
70	うちやえゆか
71	樹元オリエ,榎本温子
72	榎本温子
73	千葉一伸,難波圭一,岩田光央,松井菜桜子,小杉十郎太,DARK ELEMENTS
74	五條真由美
75	樹元オリエ
76	樹元オリエ,榎本温子,うちやえゆか,五條真由美
77	うちやえゆか
78	樹元オリエ,榎本温子,フラッピ,チョッピ,フラッピ＆チョッピーズ
79	工藤真由
80	うちやえゆか
81	五條真由美
82	工藤真由
83	宮本佳那子
84	宮本佳那子
85	工藤真由
86	伊瀬茉莉也
87	三瓶由布子,竹内順子,伊瀬茉莉也,永野愛,前田愛,ぷりきゅあ5
88	三瓶由布子
89	竹内順子
90	宮本佳那子
91	伊瀬茉莉也
92	工藤真由
93	永野愛
94	前田愛
95	前田愛
96	五條真由美,うちやえゆか
97	永野愛
98	竹内順子
99	伊瀬茉莉也
100	三瓶由布子
101	三瓶由布子,竹内順子,伊瀬茉莉也,永野愛,前田愛,ぷりきゅあ5
102	三瓶由布子,竹内順子,伊瀬茉莉也,永野愛,前田愛,ぷりきゅあ5
103	草尾毅
104	入野自由
105	草尾毅,入野自由
106	草尾毅
107	入野自由
108	草尾毅,入野自由
109	五條真由美
110	工藤真由,三瓶由布子,竹内順子,伊瀬茉莉也,永野愛,前田愛,ぷりきゅあ5
111	宮本佳那子
112	五條真由美,工藤真由,うちやえゆか,宮本佳那子,キュア・カルテット
113	五條真由美,工藤真由,うちやえゆか,宮本佳那子,キュア・カルテット
114	伊瀬茉莉也
115	仙台エリ
116	宮本佳那子
117	三瓶由布子,竹内順子
118	伊瀬茉莉也
119	五條真由美
120	うちやえゆか
121	三瓶由布子,竹内順子,伊瀬茉莉也,永野愛,前田愛,ぷりきゅあ5
122	工藤真由
123	竹内順子,三瓶由布子
124	永野愛,前田愛
125	宮本佳那子
126	五條真由美
127	朴璐美
128	工藤真由
129	うちやえゆか
130	永野愛,前田愛
131	三瓶由布子,竹内順子,伊瀬茉莉也,永野愛,前田愛,仙台エリ,ぷりきゅあ5
132	五條真由美,うちやえゆか,宮本佳那子,工藤真由,キュア・カルテット
133	三船美佳,THE TRA★BRYU,Renon
134	草尾毅,入野自由
135	草尾毅,入野自由
136	草尾毅,入野自由
137	草尾毅,入野自由
138	草尾毅,入野自由
139	草尾毅,入野自由
140	五條真由美
141	茂家瑞季
142	茂家瑞季
143	林桃子
144	林桃子
145	沖佳苗
146	喜多村英梨
147	中川亜紀子
148	小松由佳
149	沖佳苗,喜多村英梨,中川亜紀子,小松由佳,キュアフレッシュ！
150	茂家瑞季
151	林桃子
152	M*cube,茂家瑞季,林桃子,工藤真由
153	工藤真由
154	M*cube,茂家瑞季,林桃子,工藤真由
155	沖佳苗
156	喜多村英梨
157	Yoonji
158	キュアフレッシュ！,沖佳苗,喜多村英梨,中川亜紀子,小松由佳,飯塚雅弓
159	沖佳苗
160	中川亜紀子
161	小松由佳
162	キュアフレッシュ！,沖佳苗,喜多村英梨,中川亜紀子,小松由佳,M*cube,茂家瑞季,林桃子,工藤真由
163	Ananda Jacobs
164	茂家瑞季,キュアフレッシュ！,沖佳苗,喜多村英梨,中川亜紀子,小松由佳
165	林桃子,キュアフレッシュ！,沖佳苗,喜多村英梨,中川亜紀子,小松由佳
166	池田彩
167	工藤真由
168	工藤真由
169	池田彩,工藤真由
170	水樹奈々
171	水沢史絵
172	桑島法子
173	久川綾
174	水樹奈々
175	池田彩,工藤真由
176	水樹奈々
177	水沢史絵
178	池田彩
179	桑島法子
